책A,책B,대분류A,대분류B,교차,엣지종류수,상호,순위강도합,IDF_A,IDF_B,보편도penalty,최종굵기,같은시리즈,ISBN_A,ISBN_B
아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,너에게 들려주는 단단한 말,기술과학,철학,True,2,False,1.0,1.0,0.843,0.843,0.843,False,9791193506202,9791198682550
놓지 마 맞춤법,놓지 마 과학!,언어,자연과학,True,2,False,1.0,1.0,0.843,0.843,0.843,False,9788934942641,9791168122369
축구를 하며 생각한 것들 :손흥민 첫 에세이,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",미상,예술,False,2,False,1.0,0.843,0.843,0.843,0.843,False,9791188073382,9791190382502
최소한의 삼국지 :최태성의 삼국지 고전 특강,(5천년 역사가 단숨에 이해되는) 최소한의 한국사,미상,역사,False,1,False,1.0,0.843,1.0,0.843,0.843,False,9791193401583,9791198243430
"리더는 사람을 버리지 않는다 :40년간의 진실한 이야기 김성근, '리더'를 말하다",인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,미상,예술,False,1,False,1.0,1.0,0.843,0.843,0.843,False,9788998933012,9791130648385
야구 만화 도감 :어려울 줄 알았는데 재밌어!,대충 봐도 머리에 남는 어린이 야구 상식 :야구의 재미를 제대로 알게 하는 알쏭달쏭 야구의 모든 것,미상,예술,False,2,False,1.0,0.843,1.0,0.843,0.843,False,9791190007726,9791198381811
"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문","넥서스 :석기시대부터 AI까지, 정보 네트워크로 보는 인류 역사",역사,사회과학,True,1,False,1.0,1.0,0.843,0.843,0.843,False,9788934972464,9791194330424
철학은 날씨를 바꾼다 :삶을 쓰다듬는 위안의 책,세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,철학,총류,True,3,False,1.0,0.843,1.0,0.843,0.843,False,9788934971351,9791192953151
"지속가능한 나이듦 :노화와 질병, 거스를 수 없다면 미리 준비하라",느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법,기술과학,기술과학,False,1,False,1.0,0.843,0.843,0.843,0.843,False,9791188719204,9791193080146
(대한민국 다이어트 멘토 박용우 박사의) 4주 해독다이어트,내 몸 혁명 :뱃살과 질병 없이 살려면 숫자보다 몸을 바꿔라,기술과학,기술과학,False,1,False,1.0,1.0,0.843,0.843,0.843,False,9791185020211,9791198553317
당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,"지속가능한 나이듦 :노년의 질병, 어떻게 대비할 것인가",기술과학,기술과학,False,1,False,1.0,0.843,0.843,0.843,0.843,False,9791140702589,9791188719167
"돈의 방정식 :돈을 지위와 성공의 기준, 그 이상으로 다루기 위한 21가지 이야기",불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,사회과학,사회과학,False,2,False,1.9,0.751,0.438,0.438,0.832,False,9791193904671,9791198517425
돈의 심리학 :당신은 왜 부자가 되지 못했는가,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,사회과학,사회과학,False,2,True,1.6,0.595,0.346,0.346,0.83,False,9791191056372,9791192389325
타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,사회과학,사회과학,False,2,True,1.6,0.686,0.346,0.346,0.83,False,9791158510619,9791192389325
아버지의 해방일지 :정지아 장편소설,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,문학,문학,False,2,True,2.4,0.23,0.479,0.23,0.829,False,9788936438838,9791191891287
긴긴밤,"왜 유명한 거야, 이 그림?",문학,예술,True,2,False,1.1,0.751,1.0,0.751,0.827,False,9788954677158,9791167550712
내게 무해한 사람 :최은영 소설,밝은 밤 :최은영 장편소설,문학,문학,False,2,False,1.2,1.0,0.686,0.686,0.824,False,9788954651820,9788954681179
나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,문학,총류,True,2,False,2.0,0.403,1.0,0.403,0.806,False,9788901276533,9791192953151
나는 읽고 쓰고 버린다 :손웅정의 말,고전이 답했다 :마땅히 살아야 할 삶에 대하여,예술,철학,True,2,False,1.6,0.843,0.503,0.503,0.804,False,9791191859836,9791193939130
"최민준의 아들코칭 백과 :기질 파악부터 말공부, 사회성, 감정코칭까지",아들 엄마의 말 연습 :아들의 평생 습관과 공부력을 결정하는 엄마 말의 힘,기술과학,기술과학,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9791168127531,9791191013764
외딴 집 외딴 다락방에서,공부머리 독서법 :실현 가능하고 지속 가능한 독서교육의 모든 것,문학,총류,True,1,False,0.8,1.0,1.0,1.0,0.8,False,9788984143265,9791196316808
"(성적 초격차를 만드는) 독서력 수업 :읽고, 쓰고, 생각하는 공부머리, 초등에서 완성하라",공부머리 독서법 :실현 가능하고 지속 가능한 독서교육의 모든 것,총류,총류,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9791194033585,9791196316808
"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문",21세기를 위한 21가지 제언 :더 나은 오늘은 어떻게 가능한가,역사,미상,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9788934972464,9788934982975
재미있고 공부가 되는 어린이 야구상식,대충 봐도 머리에 남는 어린이 야구 상식 :야구의 재미를 제대로 알게 하는 알쏭달쏭 야구의 모든 것,미상,예술,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9791157327133,9791198381811
"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",(한 권으로 빠르게 끝내는) 세계사 익스프레스 =World history express,역사,미상,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9791193128428,9791194033509
디케의 눈물 :대한검국에 맞선 조국의 호소,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,사회과학,자연과학,True,1,False,0.8,1.0,1.0,1.0,0.8,False,9791130645469,9791192836188
(한 권으로 끝내는) 종이접기,세상에서 제일 재밌는 종이접기 :색종이 한 장이면 장난감 뚝딱!,미상,예술,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9788962228960,9791186494431
타키포오 코믹 어드벤처,타키포오 얼렁뚱땅 상식스쿨,문학,총류,True,2,False,0.8,1.0,1.0,1.0,0.8,False,9791169794893,9791171241675
(역사멘토 최태성의) 한국사,(5천년 역사가 단숨에 이해되는) 최소한의 한국사,미상,역사,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9791159253294,9791198243430
설민석의 세계사 대모험,(설민석의) 세계사 대모험,역사,미상,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9791196893118,9791196893156
(천재인가 미치광이인가) 도파민형 인간,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,기술과학,철학,True,1,False,0.8,1.0,1.0,1.0,0.8,False,9788965708636,9788965965046
열두 달 지구하자 :같이 알자 같이 하자!,"왜 유명한 거야, 이 그림?",미상,예술,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9788925576510,9791167550712
도파민네이션 :쾌락 과잉 시대에서 균형 찾기,"편안함의 습격 :편리와 효율, 멸균과 풍족의 시대가 우리에게서 앗아간 것들에 관하여",철학,기술과학,True,1,False,0.8,1.0,1.0,1.0,0.8,False,9788965965046,9791193238691
내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong,평범하여 찬란한 삶을 향한 찬사 :완벽하지 않아 완전한 삶에 대하여,종교,철학,True,1,False,0.8,1.0,1.0,1.0,0.8,False,9791130689890,9791193866030
가짜 팔로 하는 포옹 :김중혁 소설,나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공,문학,총류,True,1,False,0.8,1.0,1.0,1.0,0.8,False,9788954637107,9791189686826
아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,데일리 대드 :철학자 아버지가 성찰하는 부모에게 전하는 365일 삶의 지혜,기술과학,기술과학,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9791193506202,9791193842157
(아이들도 잘 모르고 어른들은 더 모르는) 신기한 현상 사전,만약의 세계,총류,문학,True,1,False,0.8,1.0,1.0,1.0,0.8,False,9788934951278,9788934992622
방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,미술관에 간 할미 :짧게 읽고 오래 남는 모두의 명화수업,예술,미상,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9788968331862,9791140714575
방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,다락방 미술관 :그림 속 숨어있는 이야기,예술,미상,False,1,False,0.8,1.0,1.0,1.0,0.8,False,9788968331862,9788973435197
채식주의자:한강 연작소설,소년이 온다 :한강 장편소설,문학,문학,False,3,False,1.8,0.843,0.438,0.438,0.788,False,9788936433598,9788936434120
아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,철학,사회과학,True,2,True,1.5,0.636,0.346,0.346,0.778,False,9791162540640,9791192389325
돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,사회과학,사회과학,False,2,True,1.5,0.503,0.346,0.346,0.778,False,9791188331796,9791192389325
메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,비가 오면 열리는 상점 =유영광 장편소설 /The rainbow goblin store,문학,문학,False,3,False,1.6,0.479,0.843,0.479,0.766,False,9791191891287,9791198173898
해독 혁명 =질병 없는 몸을 위한 5단계 독소 해방 /Detox revolution,내 몸 혁명 :뱃살과 질병 없이 살려면 숫자보다 몸을 바꿔라,기술과학,기술과학,False,2,False,0.9,1.0,0.843,0.843,0.759,False,9788901285146,9791198553317
놓지 마 맞춤법 2 - 불꽃 튀는 본선 속으로,놓지 마 어휘 :한자어,미상,언어,False,2,False,0.9,0.843,1.0,0.843,0.759,False,9788934946601,9788934990987
삶이라는 지옥을 건너는 70가지 방법 :어제의 불행이 오늘의 행복이 되는 쇼펜하우어의 지혜,남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집,철학,철학,False,1,False,0.9,0.843,0.843,0.843,0.759,False,9791155402306,9791169850445
"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",요즘 어른을 위한 최소한의 한국사,역사,미상,False,1,False,0.9,1.0,0.843,0.843,0.759,False,9791193128428,9791193128992
당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,"지속가능한 나이듦 :노화와 질병, 거스를 수 없다면 미리 준비하라",기술과학,기술과학,False,1,False,0.9,0.843,0.843,0.843,0.759,False,9791140702589,9791188719204
우리가 작별 인사를 할 때마다,세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,문학,총류,True,1,False,0.9,0.843,1.0,0.843,0.759,False,9788932475011,9791192953151
"지속가능한 나이듦 :노년의 질병, 어떻게 대비할 것인가",느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법,기술과학,기술과학,False,1,False,0.9,0.843,0.843,0.843,0.759,False,9791188719167,9791193080146
두 사람의 인터내셔널 :김기태 소설,세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,문학,총류,True,2,False,0.9,0.843,1.0,0.843,0.759,False,9788954697941,9791192953151
김성근이다 :감독으로 말할 수 없었던 못다한 인생 이야기,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,미상,예술,False,1,False,0.9,1.0,0.843,0.843,0.759,False,9788963707204,9791130648385
순례 주택 :유은실 소설,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,문학,기술과학,True,2,False,1.1,0.686,0.751,0.686,0.755,False,9788949123493,9791198752406
"시선으로부터, :정세랑 장편소설",밝은 밤 :최은영 장편소설,문학,문학,False,2,False,1.1,1.0,0.686,0.686,0.755,False,9788954672214,9788954681179
곁에 두고 읽는 니체 :내 인생에 힘이 되어준 니체의 말,마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche,철학,철학,False,1,False,1.0,1.0,0.751,0.751,0.751,False,9788970654768,9791192300245
나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,그렇게 부모가 된다 :17년 교직을 포기하고 좋은 아빠가 되고 싶었던 EBS강사의 이야기,기술과학,미상,False,1,False,1.0,0.751,1.0,0.751,0.751,False,9791198752406,9791198774828
"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,철학,사회과학,True,3,True,2.1,0.238,0.438,0.238,0.75,False,9791167740984,9791198517425
역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,사회과학,사회과학,False,2,True,1.1,0.438,0.636,0.438,0.722,False,9788901260716,9791198013026
"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,철학,사회과학,True,3,True,2.0,0.238,1.0,0.238,0.714,False,9791167740984,9791170610359
(아이들도 잘 모르고 어른들은 더 모르는) 신기한 현상 사전,과학의 관점 :나만의 '의문'을 찾아내자!,총류,자연과학,True,1,False,0.7,1.0,1.0,1.0,0.7,False,9788934951278,9791188364268
지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,"시민의 교양 :지금, 여기, 보통 사람들을 위한 현실 인문학",총류,총류,False,1,False,0.7,1.0,1.0,1.0,0.7,False,9791190313186,9791195677108
놓지 마 맞춤법,놓지 마 속담 1 - 일상생활,언어,미상,False,2,False,0.7,1.0,1.0,1.0,0.7,False,9788934942641,9788934946786
역사의 역사 =History of writing history,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,역사,자연과학,True,1,False,0.7,1.0,1.0,1.0,0.7,False,9788971998557,9791192836188
초예측 :세계 석학 8인에게 인류의 미래를 묻다,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문",미상,역사,False,1,False,0.7,1.0,1.0,1.0,0.7,False,9788901229614,9788934972464
알고 즐기는 메이저리그 :MLB 야구의 모든 것,대충 봐도 머리에 남는 어린이 야구 상식 :야구의 재미를 제대로 알게 하는 알쏭달쏭 야구의 모든 것,미상,예술,False,1,False,0.7,1.0,1.0,1.0,0.7,False,9788992877381,9791198381811
설민석의 세계사 대모험,(설민석의) 세계사 대모험,역사,미상,False,1,False,0.7,1.0,1.0,1.0,0.7,False,9791196893118,9791196893149
초등 매일 독서의 힘 :'읽는 중학생'을 만드는 초등의 책 읽기,공부머리 독서법 :실현 가능하고 지속 가능한 독서교육의 모든 것,총류,총류,False,1,False,0.7,1.0,1.0,1.0,0.7,False,9791190846318,9791196316808
아홉 살 마음 사전,알아서 해가 떴습니다 :정연철 동시집,철학,문학,True,1,False,0.7,1.0,1.0,1.0,0.7,False,9788936447014,9791160943481
세상에서 제일 재밌는 종이접기 :색종이 한 장이면 장난감 뚝딱!,(네모아저씨의) 페이퍼 블레이드,예술,미상,False,1,False,0.7,1.0,1.0,1.0,0.7,False,9791186494431,9791186494561
